num_heads,deeper_embed,MAE,RMSE,Median,90th_pct
1,False,626.7127360262297,726.2857888728614,550.5763515156472,1039.4734239704903
1,True,584.2257218255118,699.963013363226,509.92017213867985,1016.799941223477
2,False,617.474154352117,717.578458020455,541.3670115510242,1015.8527104817247
2,True,563.8206222563191,680.1372972083907,495.642600831741,996.8010583188247
4,False,617.662120501487,717.3762066483016,539.6799329722519,1023.6059617003208
4,True,570.0421272086616,683.1883608501965,509.8507652106241,997.6891684401329
